PacketCounter,Acc_X,Acc_Y,Acc_Z
16039,-0.218884,-0.058863,9.812929
16040,-0.330857,-0.084796,9.859119
16041,-0.305199,-0.140289,9.578023
16042,-0.120427,-0.100472,9.449369
16043,-0.312771,-0.082980,9.586129
16044,-0.325694,0.044676,9.781015
16045,-0.164740,0.120315,9.932569
16046,-0.326266,0.158903,9.927493
16047,-0.274204,0.106955,9.907438
16048,-0.144259,0.169666,9.922501
16049,-0.115269,0.133436,9.873574
16050,-0.239992,0.075684,9.911832
16051,-0.217122,0.119430,9.771573
16052,-0.228621,0.063192,9.709789
16053,-0.241277,0.032364,9.702389
16054,-0.235567,-0.021996,9.848134
16055,-0.137682,-0.025980,9.795123
16056,-0.055047,0.013084,9.820999
16057,-0.100857,-0.030726,9.753604
16058,-0.197410,0.011728,9.636178
16059,-0.281971,-0.001191,9.741566
16060,-0.345869,0.020837,9.907766
16061,-0.419358,0.015140,9.966010
16062,-0.345747,0.047351,10.039040
16063,-0.301163,0.016353,9.943341
16064,-0.311709,0.017239,9.712302
16065,-0.329747,0.035194,9.659719
16066,-0.282332,-0.002083,9.741555
16067,-0.197092,0.013939,9.612555
16068,-0.196768,0.007383,9.790099
16069,-0.349044,0.022565,9.706478
16070,-0.311157,0.040270,9.719368
16071,-0.362354,0.011032,9.907193
16072,-0.446562,0.028232,9.865550
16073,-0.401917,-0.002338,9.746165
16074,-0.352034,-0.009804,9.758326
16075,-0.435297,-0.023155,9.762793
16076,-0.398437,-0.065377,9.868009
16077,-0.284518,-0.017616,9.954523
16078,-0.377127,0.018454,10.014314
16079,-0.408625,0.005430,9.954108
16080,-0.417485,-0.027448,9.946695
16081,-0.369990,-0.035045,9.905621
16082,-0.427904,-0.085779,9.730971
16083,-0.369702,-0.111245,9.588355
16084,-0.289658,-0.132499,9.629786
16085,-0.262036,-0.042100,9.675821
16086,-0.238442,-0.029971,9.658843
16087,-0.190700,-0.033528,9.671023
16088,-0.263899,0.068148,9.745933
16089,-0.415995,0.057099,9.784717
16090,-0.355493,0.081316,9.982005
16091,-0.457021,0.062820,10.056607
16092,-0.429665,0.075675,10.039811
16093,-0.340029,0.037537,9.903135
16094,-0.370084,-0.024966,9.657025
16095,-0.327987,-0.061820,9.584941
16096,-0.257943,-0.086422,9.572923
16097,-0.323786,-0.061747,9.561393
16098,-0.426355,-0.027495,9.644475
16099,-0.314846,-0.008409,9.854200
16100,-0.408752,0.028528,9.990702
16101,-0.426898,-0.057241,9.974385
16102,-0.401733,-0.070207,9.903024
16103,-0.357521,-0.048243,9.815900
16104,-0.340836,-0.038403,9.745512
16105,-0.367005,-0.081576,9.885279
16106,-0.426040,-0.080723,9.896178
16107,-0.442842,-0.030587,9.797507
16108,-0.427522,-0.101810,9.764708
16109,-0.421437,-0.047069,9.850320
16110,-0.519790,0.020120,9.810293
16111,-0.457719,-0.008230,9.922519
16112,-0.353247,0.012311,9.925102
16113,-0.358454,-0.037906,9.762665
16114,-0.383661,-0.019417,9.656508
16115,-0.296664,-0.059097,9.620364
16116,-0.294924,0.021765,9.683286
16117,-0.322630,0.115043,9.817373
16118,-0.371321,0.040619,9.896068
16119,-0.415123,0.048652,9.937151
16120,-0.478330,0.021469,9.917200
16121,-0.309594,-0.006290,9.776243
16122,-0.312990,-0.009932,9.799790
16123,-0.320926,-0.037142,9.691795
16124,-0.333967,0.011121,9.670085
16125,-0.234179,0.050532,9.827341
16126,-0.311172,0.016234,9.854306
16127,-0.443243,0.015410,9.745676
16128,-0.492511,0.017565,9.810278
16129,-0.531805,-0.002915,9.874017
16130,-0.452886,-0.048863,9.861283
16131,-0.263823,-0.044275,9.781297
16132,-0.342862,-0.104673,9.676762
16133,-0.303543,-0.036205,9.721955
16134,-0.344902,-0.084820,9.831757
16135,-0.337787,0.022694,9.925621
16136,-0.299551,-0.011103,9.853494
16137,-0.413763,-0.031136,9.720635
16138,-0.460439,0.001154,9.739232
16139,-0.441438,0.007209,9.846376
